nohup: ignoring input
[2025-07-11 13:44:56] INFO: Starting pipeline (test=False, size=10)
[2025-07-11 13:45:04] INFO: [utt_005411] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005412] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005413] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005414] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005415] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005416] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005417] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005418] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005419] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005420] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005421] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005422] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005423] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005424] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005425] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005426] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005427] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005428] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005429] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005430] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005431] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005432] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005433] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005434] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005435] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005436] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005437] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005438] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005439] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005440] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005441] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005442] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005443] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005444] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005445] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005446] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005447] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005448] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005449] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005450] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005451] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005452] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005453] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005454] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005455] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005456] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005457] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005458] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005459] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005460] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005461] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005462] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005463] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005464] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005465] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005466] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005467] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005468] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005469] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005470] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005471] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005472] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005473] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005474] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005475] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005476] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005477] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005478] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005479] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005480] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005481] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005482] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005483] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005484] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005485] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005486] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005487] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005488] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005489] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005490] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005491] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005492] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005493] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005494] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005495] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005496] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005497] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005498] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005499] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005500] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005501] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005502] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005503] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005504] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005505] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005506] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005507] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005508] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005509] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005510] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005511] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005512] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005513] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005514] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005515] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005516] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005517] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005518] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005519] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005520] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005521] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005522] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005523] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005524] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005525] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005526] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005527] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005528] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005529] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005530] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005531] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005532] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005533] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005534] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005535] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005536] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005537] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005538] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005539] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005540] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005541] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005542] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005543] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005544] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005545] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005546] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005547] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005548] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005549] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005550] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005551] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005552] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005553] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005554] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005555] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005556] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005557] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005558] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005559] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005560] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005561] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005562] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005563] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005564] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005565] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005566] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005567] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005568] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005569] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005570] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005571] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005572] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005573] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005574] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005575] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005576] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005577] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005578] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005579] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005580] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005581] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005582] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005583] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005584] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005585] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005586] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005587] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005588] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005589] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005590] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005591] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005592] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005593] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005594] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005595] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005596] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005597] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005598] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005599] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005600] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005601] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005602] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005603] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005604] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005605] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005606] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005607] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005608] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005609] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005610] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005611] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005612] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005613] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005614] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005615] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005616] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005617] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005618] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005619] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005620] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005621] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005622] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005623] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005624] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005625] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005626] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005627] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005628] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005629] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005630] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005631] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005632] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005633] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005634] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005635] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005636] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005637] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005638] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005639] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005640] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005641] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005642] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005643] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005644] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005645] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005646] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005647] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005648] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005649] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005650] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005651] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005652] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005653] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005654] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005655] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005656] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005657] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005658] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005659] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005660] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005661] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005662] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005663] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005664] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005665] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005666] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005667] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005668] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005669] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005670] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005671] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005672] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005673] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005674] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005675] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005676] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005677] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005678] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005679] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005680] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005681] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005682] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005683] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005684] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005685] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005686] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005687] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005688] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005689] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005690] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005691] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005692] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005693] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005694] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005695] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005696] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005697] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005698] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005699] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005700] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005701] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005702] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005703] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005704] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005705] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005706] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005707] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005708] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005709] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005710] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005711] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005712] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005713] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005714] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005715] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005716] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005717] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005718] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005719] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005720] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005721] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005722] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005723] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005724] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005725] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005726] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005727] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005728] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005729] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005730] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005731] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005732] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005733] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005734] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005735] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005736] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005737] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005738] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005739] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005740] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005741] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005742] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005743] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005744] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005745] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005746] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005747] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005748] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005749] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005750] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005751] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005752] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005753] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005754] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005755] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005756] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005757] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005758] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005759] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005760] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005761] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005762] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005763] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005764] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005765] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005766] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005767] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005768] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005769] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005770] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005771] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005772] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005773] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005774] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005775] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005776] Cached WAV found, skipping save
[2025-07-11 13:45:04] INFO: [utt_005777] Cached WAV found, skipping save
